[33mWARNING: Skipping user bind, non existent bind point (file) in container: '/usr/bin/nvidia-smi'
[0m[33mWARNING: Skipping user bind, non existent bind point (file) in container: '/usr/bin/nvidia-debugdump'
[0m[33mWARNING: Skipping user bind, non existent bind point (file) in container: '/usr/bin/nvidia-persistenced'
[0m[33mWARNING: Skipping user bind, non existent bind point (file) in container: '/usr/bin/nvidia-cuda-mps-control'
[0m[33mWARNING: Skipping user bind, non existent bind point (file) in container: '/usr/bin/nvidia-cuda-mps-server'
[0mHOOMD-blue 2.3.5 CUDA (8.0) DOUBLE HPMC_MIXED TBB SSE SSE2 
Compiled: 10/08/18
Copyright 2009-2018 The Regents of the University of Michigan.
-----
You are using HOOMD-blue. Please cite the following:
* J A Anderson, C D Lorenz, and A Travesset. "General purpose molecular dynamics
  simulations fully implemented on graphics processing units", Journal of
  Computational Physics 227 (2008) 5342--5359
* J Glaser, T D Nguyen, J A Anderson, P Liu, F Spiga, J A Millan, D C Morse, and
  S C Glotzer. "Strong scaling of general-purpose molecular dynamics simulations
  on GPUs", Computer Physics Communications 192 (2015) 97--107
-----
notice(2): This system is not compute exclusive, using local rank to select GPUs
HOOMD-blue is running on the following GPU(s):
 [0]            Tesla K20m  13 SM_3.5 @ 0.706 GHz, 4743 MiB DRAM
Equilibrium_T_6_8.py:027  |  system = hoomd.init.read_gsd("T_CM_7.0_P_1.4_ramp.gsd",frame = -1)
notice(2): Group "all" created containing 1000 particles
Equilibrium_T_6_8.py:031  |  rigid = hoomd.md.constrain.rigid();
notice(2): constrain.rigid(): Creating 1000 rigid bodies (adding 8000 particles)
Equilibrium_T_6_8.py:043  |  nl = hoomd.md.nlist.tree();
-----
You are using tree neighbor lists. Please cite the following:
* M P Howard, J A Anderson, A Nikoubashman, S C Glotzer, and A Z
  Panagiotopoulos. "Efficient neighbor list calculation for molecular simulation
  of colloidal systems using graphics processing units", Computer Physics
  Communications 203 (2016) 45--52
-----
Equilibrium_T_6_8.py:045  |  lj = hoomd.md.pair.lj(r_cut = 3.5, nlist = nl)
Equilibrium_T_6_8.py:046  |  lj.set_params(mode = 'shift')
Equilibrium_T_6_8.py:050  |  lj.pair_coeff.set('M','M', epsilon = 1.0, sigma = 1.0)
Equilibrium_T_6_8.py:051  |  lj.pair_coeff.set('A','A', epsilon = 1.0, sigma = 1.0)
Equilibrium_T_6_8.py:052  |  lj.pair_coeff.set('M','A', epsilon = 1.0, sigma = 1.0)
Equilibrium_T_6_8.py:056  |  hoomd.md.integrate.mode_standard(dt = 0.005);
Equilibrium_T_6_8.py:060  |  mesogens = hoomd.group.rigid_center();
notice(2): Group "rigid_center" created containing 1000 particles
Equilibrium_T_6_8.py:068  |  npt = hoomd.md.integrate.npt(group = mesogens, kT = t_max, tau = 14.0, tauP = 14.0, P = p_max);
Equilibrium_T_6_8.py:077  |  log = hoomd.analyze.log(filename = log_file,
                         quantities = ['num_particles',
                                     'ndof',
                                     'translational_ndof',
                                     'rotational_ndof',
                                     'potential_energy',
                                     'kinetic_energy',
                                     'translational_kinetic_energy',
                                     'rotational_kinetic_energy',
                                     'temperature',
                                     'pressure',
                                      'volume'],
                         period = 1e3,
                         overwrite = True);
Equilibrium_T_6_8.py:093  |                 group = hoomd.group.all(),
Equilibrium_T_6_8.py:091  |  gsd = hoomd.dump.gsd(gsd_file,
               period = 1e3,
               group = hoomd.group.all(),
               overwrite = True); 
Equilibrium_T_6_8.py:095  |  meso_gsd = hoomd.dump.gsd(meso_gsd_file,
               period = 1e3,
               group = mesogens,
               overwrite = True); 
Equilibrium_T_6_8.py:104  |  hoomd.run(steps)
notice(2): -- Neighborlist exclusion statistics -- :
notice(2): Particles with 0 exclusions             : 9000
notice(2): Neighbors included by diameter          : no
notice(2): Neighbors excluded when in the same body: yes
** starting run **
Time 00:00:10 | Step 1746494 / 1944000 | TPS 249.213 | ETA 00:13:12
Time 00:07:50 | Step 1871223 / 1944000 | TPS 272.768 | ETA 00:04:26
Time 00:08:00 | Step 1873963 / 1944000 | TPS 273.86 | ETA 00:04:15
Time 00:08:10 | Step 1876721 / 1944000 | TPS 275.793 | ETA 00:04:03
Time 00:08:20 | Step 1879439 / 1944000 | TPS 271.724 | ETA 00:03:57
Time 00:08:30 | Step 1882139 / 1944000 | TPS 269.819 | ETA 00:03:49
Time 00:08:40 | Step 1884800 / 1944000 | TPS 266.084 | ETA 00:03:42
Time 00:08:50 | Step 1887457 / 1944000 | TPS 265.56 | ETA 00:03:32
Time 00:09:00 | Step 1890123 / 1944000 | TPS 266.47 | ETA 00:03:22
Time 00:09:10 | Step 1892831 / 1944000 | TPS 270.664 | ETA 00:03:09
Time 00:09:20 | Step 1895552 / 1944000 | TPS 272.034 | ETA 00:02:58
Time 00:09:30 | Step 1898298 / 1944000 | TPS 274.513 | ETA 00:02:46
Time 00:09:40 | Step 1901084 / 1944000 | TPS 278.465 | ETA 00:02:34
Time 00:09:50 | Step 1903790 / 1944000 | TPS 270.54 | ETA 00:02:28
Time 00:10:00 | Step 1906455 / 1944000 | TPS 266.37 | ETA 00:02:20
Time 00:10:10 | Step 1909110 / 1944000 | TPS 265.486 | ETA 00:02:11
Time 00:10:20 | Step 1911822 / 1944000 | TPS 271.091 | ETA 00:01:58
Time 00:10:30 | Step 1914487 / 1944000 | TPS 266.405 | ETA 00:01:50
Time 00:10:40 | Step 1917172 / 1944000 | TPS 268.455 | ETA 00:01:39
Time 00:10:50 | Step 1919947 / 1944000 | TPS 277.316 | ETA 00:01:26
Time 00:11:00 | Step 1922713 / 1944000 | TPS 276.49 | ETA 00:01:16
Time 00:11:10 | Step 1925440 / 1944000 | TPS 272.675 | ETA 00:01:08
Time 00:11:20 | Step 1928069 / 1944000 | TPS 262.711 | ETA 00:01:00
Time 00:11:30 | Step 1930690 / 1944000 | TPS 261.99 | ETA 00:00:50
Time 00:11:40 | Step 1933328 / 1944000 | TPS 263.795 | ETA 00:00:40
Time 00:11:50 | Step 1935960 / 1944000 | TPS 263.149 | ETA 00:00:30
Time 00:12:00 | Step 1938681 / 1944000 | TPS 271.921 | ETA 00:00:19
Time 00:12:10 | Step 1941413 / 1944000 | TPS 272.999 | ETA 00:00:09
Time 00:12:19 | Step 1944000 / 1944000 | TPS 276.199 | ETA 00:00:00
Average TPS: 270.409
---------
-- Neighborlist stats:
90322 normal updates / 667 forced updates / 0 dangerous updates
n_neigh_min: 71 / n_neigh_max: 138 / n_neigh_avg: 107.99
shortest rebuild period: 1
** run complete **
